Id,SalePrice
114,198141.46249214403
2700,180609.93756848958
217,153713.3302304664
343,174558.15981989534
386,232625.2255756342
2005,116776.14862106615
2908,123331.1764757672
1814,237974.25118232146
2446,543665.5629076755
208,150009.44730723844
1679,111322.82372597637
822,349348.76160834136
6,180296.4153246852
1781,420122.1978093713
2397,294708.53721029806
2340,312168.83351198095
1618,159045.5674730786
2843,135488.50908462974
1061,383789.11079890834
2786,118668.32723301183
1935,137624.1009800781
1341,126771.40000521534
521,272323.54096064233
2136,128258.52301839489
996,202580.69866048533
227,149051.4827513691
135,177624.03589553953
1167,156005.2807804078
294,237710.08654045872
1776,188085.1154365904
540,171427.1990944325
1717,221923.99319127388
2303,117327.29899784914
116,185858.76910705148
127,131017.69933493837
1371,132282.51921034476
1014,160891.23853512103
1507,89536.63466597228
702,146826.55761979346
750,147162.43979031141
261,144104.6578649357
1559,87852.42135009254
577,224295.94350707444
2812,197258.97385635326
2080,160556.53344780812
1368,110819.95683031903
2376,133462.07008980156
659,116899.26506099175
1235,123208.29795056889
332,90563.48952807672
1917,141833.31026631847
2094,250897.2594203818
1460,270342.65478179784
1471,214445.83332814494
1509,120399.91858110492
1922,124437.3225193635
433,528924.1198766336
460,295085.3431348765
1116,231629.5656900134
1137,166920.69537867667
53,177345.74236963218
2354,256841.03873973843
1475,190270.60800331342
1761,712580.664762749
842,135690.93946664705
2739,183074.81733706716
2509,160971.20467539353
1007,205321.99885463365
2610,178876.4269285026
1952,111306.78981148079
2719,192353.50101764358
2921,99181.93067675519
1966,137504.63151732483
292,126544.28115689913
1204,197157.9789440463
1829,260822.65250055518
2419,184844.15301163704
391,145300.11175590675
798,116531.61057774155
481,204859.53598790086
193,206750.05679868936
555,106048.97490647457
899,70494.53231121149
2357,177957.8377942086
328,151422.53107327234
1356,120494.35160441411
1154,109955.16091081365
1730,179705.3079107418
2249,159588.56779578098
1119,271646.30075630447
2856,138891.94044029416
1394,128606.43973398884
2587,121251.16253767018
61,315915.88630477147
2661,192297.84962393553
2711,127919.59540919206
1147,184129.253679137
757,146866.01150294163
2623,77004.98942643336
2378,151759.9166756369
1413,138504.7421958688
1722,227339.134541046
1112,212723.04302937898
1623,187958.4427560853
1201,189916.8312868425
1513,123358.78436303041
957,268348.50526002655
1171,291160.0499142698
1145,198310.82042128616
2726,228724.72393722346
703,152183.56651914385
760,107579.46815028109
1964,142387.2890030431
2512,183237.34946482792
159,147773.53313791638
1281,171488.92373928247
468,186384.69012721014
290,113994.53028066621
665,97323.3935475138
1463,272192.6729723994
1792,212339.157462986
923,136242.71170571836
500,283279.1490238131
1408,179455.46146182943
331,93298.57703169443
170,149389.20520643902
2192,97540.86259561998
2571,322723.28067028715
2314,165414.46189101724
2647,87405.74844256522
422,443694.1740160525
2457,368914.2500316696
1838,195125.0495528875
2805,251208.33220266976
1645,145278.9795867185
1711,306844.9222946947
2825,249482.73885043393
322,352795.67722453014
2103,257267.96541789762
342,117716.59450080447
600,110565.37889959295
488,175090.30394189167
1725,328998.2729578879
2246,270970.59277664695
2847,168116.1772703389
806,246925.47606667544
530,228050.42754384517
963,190238.83559887586
2678,110067.22540022586
171,89703.16183588406
2401,442300.8561153718
805,222584.7143865408
2259,214433.27775336642
1748,190232.97008009575
1361,131455.6652452494
1677,123454.02095691644
1406,152931.60120346403
2322,222679.83321534185
688,154360.92072289236
143,136425.08450483455
804,207467.75380620567
1214,165154.60849520192
2828,154573.4505167155
1999,223822.17364368433
2467,190554.84830113346
2665,160422.7887425244
1538,354124.3438839845
398,107535.40160523508
2822,140090.72068130763
2157,165326.7315843449
1856,206225.10826174833
1269,90479.02583077773
2570,119523.7191140296
2320,238520.68266972832
1517,121884.06404375078
2304,111161.92765966067
1312,99443.25779622998
2012,129972.35953140206
506,231335.87770007903
2865,190957.48116068167
2367,113597.02639057614
554,90973.41877283354
238,142187.46467697312
1954,102891.25022712519
2488,133250.77938679076
2291,108206.10401664943
1969,94032.98729782275
2725,158656.11658692744
1482,172481.0180543973
2763,204640.21850486024
503,256471.94012480543
1584,246615.4891430955
1531,142017.5520937891
2210,170497.62578484055
459,347336.7154798624
556,113663.761052274
1347,141413.13288681017
1290,76706.6794133355
1388,92966.58513056427
1571,214537.6689920374
2754,205093.0120848555
765,152066.5928355783
2494,119405.50941496696
2870,217431.23566892976
7,232855.99328125076
1114,233409.13119469243
2418,275642.6869162208
291,135094.17958069328
18,364060.0233143834
39,379724.89145001286
1001,269046.38364874164
2442,234211.87850058646
616,124817.29413458919
2680,60926.8944776158
1414,114755.29444443734
289,140564.08842536653
40,243967.09202295647
860,127326.584859225
409,135849.97272052395
673,151316.47606368214
2427,182532.8517076735
2036,205993.2501712871
2564,144219.51483488388
642,176750.8565208878
1008,177024.04568145098
1908,151267.07984894566
2519,226802.49387290055
1369,87416.04003868313
2855,163665.58502732188
712,86367.395799195
1943,107283.61939965878
1958,120339.23327043718
107,189226.30887637005
2295,203842.83690590304
704,92996.25564625947
676,128596.8954141707
259,177665.13499486237
93,296212.8516043301
106,239383.27598829236
2315,171448.3956878616
1050,102783.86530234327
1095,215176.98863699613
2709,147415.8603799585
758,150399.69141027174
1496,159291.47982151379
2370,127343.1204703509
2458,268706.871287868
2733,146116.22158907895
161,282656.98841204273
726,154512.97330517706
845,215591.76973237313
947,252177.18709488682
2232,108370.74888702559
2563,150093.1471279895
2299,150430.85859117348
211,111497.39195601601
605,164663.25632413494
1478,208727.94830247172
2247,275731.0102239377
2274,210722.5076518053
2869,210769.63898384423
967,212843.2693145413
2656,123013.20429885524
667,232637.25589516552
1042,120864.58827666251
2023,157078.30185415273
2447,421277.9010886566
2055,123913.1126756831
2275,268467.14189669164
2204,167473.55119461482
1563,269838.3739883281
483,224730.66523307707
796,142719.5061195844
1526,144658.3624247449
2042,160100.3850589688
442,358584.83764363814
1693,319769.3896853358
1468,223826.1618628318
1430,183962.3476952507
2605,192643.42161448556
1529,193496.2599586922
335,122638.8617233171
1287,124863.9377342267
31,107777.07739837664
1785,294459.8409927595
82,148692.34995845263
2620,137597.0878775061
252,180492.93074234368
721,79916.99593896
2165,179136.56463437545
2316,183741.0629133169
775,131178.54770573077
1558,119494.10647793522
17,205988.43346781595
1022,227295.31283676223
925,119742.4700188467
438,279028.775095235
1270,136290.68609154774
1272,116487.18893722132
215,152513.81265382867
266,222068.14244299353
2402,297321.0212523498
1250,128544.2158827102
1984,117647.53936930624
1279,138778.74451084726
377,254070.12788946892
1252,132115.42103998203
2156,270629.95344662847
499,327616.1412217297
1374,116374.91006070212
2898,257900.72917875496
401,105262.46672246177
2721,175969.14701885922
2078,239400.8881518792
2589,117793.02438458863
1946,260519.57631699432
1334,121875.88303472658
2781,216610.4488958792
431,412552.1345795803
576,224755.25065011118
1474,210389.59462799452
2254,135115.16469671804
2155,289043.08708013233
885,101728.35867010117
643,126038.39063284436
1944,117170.70236227235
480,200422.15626074397
2845,110020.71851825477
2387,304691.44135638874
2407,204240.3031331301
2527,164508.17578579427
2514,163279.62837849752
629,157416.86069806584
80,202958.85618576963
1876,131965.90910480145
1546,112844.34397570576
2518,182897.2050229524
2347,164171.84581389913
783,228784.51668776752
1322,80962.2150601542
194,89942.83570309228
1770,299459.5052267238
2143,154056.21216415756
1229,214757.78593997724
511,283147.6958735755
46,223625.1952732793
1348,168369.62144620702
2465,189416.03737126183
387,231113.10145823477
873,224962.3110919592
1918,123954.13824450271
2764,249633.95587781264
2184,124369.52244615363
934,162756.5585732951
1920,127977.18364302834
2631,144207.26278375823
1768,718385.3479511982
2040,116995.13381498295
1749,223380.4020397371
834,233630.16179117264
1457,236443.62060164398
79,122687.61496194475
2302,122692.95006824197
1817,148981.6066534544
2755,228408.86955966084
359,177894.31489178486
2059,105634.23358438081
2092,243441.38105102457
2516,225454.4228118566
150,102886.05868446347
1656,147863.42132988918
83,96008.48756710264
2411,177706.18222911214
795,77683.46938152649
2312,227432.26375707725
2917,134488.38559372156
1624,184568.16361619683
2215,303665.16435944947
1211,148313.8408862616
1485,179641.72280879467
1024,174341.743374531
570,200462.78557238635
2874,133480.9694139603
700,165817.07508344378
2756,204167.3702907498
2022,179958.73629525668
583,227858.34030757003
2392,369921.7212200165
2424,189853.55547295007
212,117079.80301840513
736,124508.579978044
1610,182437.71883847684
890,118662.95821128995
467,178228.4109475607
578,242098.4138123826
1747,196152.7852382369
1149,166116.50097914564
2758,245351.28726452397
857,132965.35407608212
2219,270772.44450365566
733,103099.17739640076
2909,130741.09734150878
1798,269869.9977987597
235,147552.17718003882
2366,148056.1411164584
1027,123262.19533774188
1195,130339.1970904599
1303,61815.97764604793
148,182963.4605487901
608,152657.633644058
2515,192910.87844581838
821,286021.1749342811
2500,278075.43907919584
745,105627.1862816153
741,116600.65064240836
1611,129253.18413359276
2532,127559.55327442284
1081,235366.15708266984
1692,451652.4465492659
2520,203628.24645906224
276,97765.21039050285
1992,133607.5248859439
663,68035.43783003652
418,133348.88717716018
1733,186254.3988892243
2359,135571.19345933324
253,179868.09423480238
1518,170263.1332080122
2035,137788.8655311744
2919,85393.28460871594
1540,222372.1082253895
2120,141284.41336020594
1674,182961.39796685253
256,141381.19838237314
2361,97527.11696199655
978,106387.62936785082
2280,151401.01065011512
2095,227160.17869305852
1709,333224.2403534141
2801,244683.0742520758
1246,109723.06199551965
2373,118412.39726652825
1055,272894.82025358384
2017,124824.76330828384
1099,283729.35181867983
1344,93379.03977134055
835,183856.02821356876
1117,211681.24027903576
2043,91434.16574838503
2085,121947.7628264628
410,149955.00935842074
2650,98372.93278192484
2867,162275.91524955523
1668,104046.36336414474
1161,171297.52031718707
2122,170849.83997197496
2539,145327.16491655496
1047,132956.01494151988
1445,118906.5093135355
541,129969.40620416195
569,212537.41347562632
1276,114313.29189860026
918,145342.84635736427
326,161834.87161827937
1936,114521.07283748966
895,92476.41332263435
257,149243.98455861481
1241,176511.24765105676
1545,114571.67968866212
1189,170041.8714335996
270,164175.72186751256
2066,209430.0408264623
693,105956.78562380963
1259,184182.21904435358
2916,147008.61399674136
2321,278828.64386665594
1977,114730.92055287739
1895,141706.5951941896
1240,157809.87130339624
85,151850.141115241
1823,129220.07564029656
825,293586.8625561767
110,220967.22101692844
697,117572.57253507432
2297,111357.25426680046
1231,128555.92685602553
1355,133642.15732010466
968,358087.9257346478
584,222138.2532937166
1315,125622.01228137506
1606,141693.2616571728
206,117493.06424224793
1685,364634.8924413385
2016,132586.3535584771
869,204355.84957864298
2135,129190.01749707067
2346,173547.2886661307
2430,232502.85354489557
2198,81698.14741561528
2652,122166.29832427463
27,116626.06899071996
241,162062.06436275246
906,131337.43317992962
1506,125813.76099971157
2098,372343.74075909413
1435,224369.96683115582
2213,105877.17015190428
1274,125360.87812379205
743,62782.90508874065
1737,191878.63380106105
2797,282409.52760766767
2185,73598.56677546384
58,171524.5977104526
830,203529.2400064464
808,113996.96549450318
680,159551.3008658575
1153,120429.13852621442
1291,148579.49146051754
1818,151870.55753611762
2161,185502.28215572753
1883,110817.47299859798
350,377624.89391535975
2473,141280.2649769635
295,182784.98323114077
293,200446.1076569425
859,133905.14637011348
288,80472.11132423511
1578,143864.5843518171
102,185904.46893102734
2831,169964.509617442
1030,148367.8372630623
2551,133838.92970800464
1286,144536.76029553195
958,321408.09047951445
776,122978.20062379359
72,219052.17234379856
2263,245835.620501664
1866,162719.0293730796
2876,78132.42650762275
2146,255527.4122442106
103,183469.8391074819
1500,154956.7397027609
492,172036.34052324496
167,130036.89418139239
2597,119895.78087953108
2685,104508.14732485662
1035,143153.8845312836
1220,60480.835612123425
2602,142355.9943628354
2159,212912.7233613307
695,169014.6810281109
1109,266794.2112881321
640,188445.09648931902
1652,156033.80001602147
2090,179943.84492800117
1188,181371.42607926173
2345,222999.58043085178
1059,430440.34125208366
2751,226155.72783619643
128,213101.0368541228
1523,182891.77023439517
2925,163185.4213544903
2145,300435.6264066534
1121,206647.4546238664
566,309670.775991228
565,228967.98877474145
1331,132157.10592579504
2928,120290.25343785457
156,126336.94990160424
797,158078.78693600497
327,106568.74051291314
2859,136815.42568043066
1453,117736.74884312588
1762,367337.8308082854
1868,187399.76876288475
1760,170945.8784201558
1113,236290.62753052716
1812,193014.01306533426
117,149798.20145989317
1142,213590.66013809387
2342,391437.78854028316
927,134961.22341950223
2478,179711.70064873667
655,88525.65070716702
2064,118779.96165884337
369,249630.82310117368
2239,114179.72097020783
2732,220787.19896049428
1653,154223.71059428068
959,200082.2027211977
2395,349474.80009804876
1412,114221.23936081385
271,249961.65468498578
1484,173689.366432482
1497,159507.10329652063
552,153586.56999750048
2,119975.75291179548
1855,320873.9652522687
4,293844.1829269197
2292,164445.61577717762
134,139331.7093178517
646,107850.46327697154
42,309904.52688394807
532,216613.17654380918
713,103401.19996737095
2561,137227.19785380206
2360,127951.94480274201
1333,134341.30469407287
1407,185010.77712802787
2892,298616.2907126182
574,230464.85643862488
1227,196704.887073632
2591,219846.7924942106
1476,214725.9370436236
1125,257025.58268359743
1446,135318.24121194883
408,109884.52221750969
1101,301453.8014627211
2251,188904.23093396067
373,177854.8725170993
2554,111238.76989410791
2382,265586.6102235863
1985,87478.97754705918
519,221129.76729550515
1093,183065.12969165537
864,258631.62522502115
2889,152836.62686443934
2308,206603.75619263184
986,151207.82873039355
1302,150448.96364073802
585,151679.5949220744
2708,137910.8369556748
147,124352.2604804147
1441,221715.152299235
383,175821.57953038788
285,161478.4487948943
181,105061.08467364546
358,177031.4300844515
780,176486.31224471444
258,192262.084804915
1865,220800.41851459868
692,124832.81727055031
2902,325414.57678818423
508,252213.15460821302
2638,136072.36754336942
36,148977.9321802119
611,173898.64789828606
2281,141951.46088120638
1678,151548.44196998223
1696,482830.4946268061
1557,86732.9677718752
2180,152940.59305429485
1726,223509.33763530868
951,152385.1515980107
267,230294.95652938026
2706,137122.97231899534
2221,219788.39977593484
1357,160964.90703398542
2901,304846.13417648576
347,172336.88123010262
2164,200304.97930820376
1586,313479.9235024112
360,155377.15900117383
1769,250329.24564911937
2617,147887.2367938141
1879,145661.6095995088
991,219129.55348159297
1535,106486.73898264901
1191,149211.5089402908
1579,200516.07754476997
1882,131545.19738357104
1510,125496.84778420892
2196,189912.7688611038
1845,178282.8433749225
2336,379976.37914417335
942,101408.53422240533
861,129041.77389296313
2555,104964.00082966976
1392,162828.51196588328
2099,257988.24578205217
1543,129150.83132545001
948,274486.20026286814
1239,165536.35206562997
22,192916.44955624428
2796,241081.5721062097
2747,180729.65156314554
92,294862.1526728832
210,171808.72878076727
1858,230551.03731558667
2228,185214.87996013436
447,214749.14131111786
827,243914.77988362225
1649,214612.89695190743
682,126612.17592824911
2698,110412.88829364949
494,164124.02600402405
214,107977.48033386406
2441,231033.66067392722
2679,107072.49494138153
1336,117513.03031617723
465,189526.4583957223
1524,129335.4898297848
2543,112322.30082434065
631,133185.61774150532
2452,325405.59588603966
228,155769.2679420119
126,174240.98000507033
1092,222322.71036000506
1122,191951.5958999453
932,209891.06385817987
1980,87929.982233819
2171,111145.44923464756
551,140239.95070648467
2768,170618.05192791254
2056,100496.72491957202
1159,391232.8442702851
2645,140177.00272483187
1174,180126.6485640177
2266,217790.0250595052
2462,409135.65670334845
1219,143984.67209721508
2922,200005.72851461463
118,136276.82176195754
474,174635.13121358614
2576,145466.63238091193
872,288451.5960334775
1077,224046.00174732268
1536,129724.61808344386
1150,119112.0367200346
2341,309092.1154277085
1931,151333.81264849394
2785,137460.2312511871
2538,124915.54110838159
597,209638.6891867003
464,205271.1267372204
233,232283.84122104407
2169,146526.24398958962
2123,166760.49129367943
1867,158209.19862951027
137,266418.5785027257
515,224570.04314895047
933,119043.69115268099
2784,149218.2605867965
972,165786.97529803723
599,149092.41433133246
2614,129078.76770123997
2582,155369.00102043213
1409,156971.77085183692
175,114095.62125705156
352,220575.66182681298
976,120794.1339766212
2134,190974.9748720797
984,109384.57665471103
2396,371954.81637978327
1673,158274.7427308384
404,140617.73642939248
607,161018.69866406577
814,184907.04147979376
868,193990.27668833814
2271,186166.59428328802
1633,252767.9562161318
337,199556.13693408796
2765,172902.86604086924
1746,244670.70674603686
368,308521.3218809183
2806,209538.46745149358
1662,186936.55287738406
1234,215176.17463665627
1373,131063.62692280259
1672,107113.48713905379
1939,130295.04404491906
